asdf_id,map_pf_incidence_rate.2020.mean,map_pf_incidence_rate.2019.mean,map_pf_incidence_rate.2018.mean,map_pf_incidence_rate.2017.mean,gpm_precipitation_v07b_yearly_mean.2020.mean,gpm_precipitation_v07b_yearly_mean.2019.mean,gpm_precipitation_v07b_yearly_mean.2018.mean,gpm_precipitation_v07b_yearly_mean.2017.mean,cru_ts_407_tmp_yearly_mean.2020.mean,cru_ts_407_tmp_yearly_mean.2019.mean,cru_ts_407_tmp_yearly_mean.2018.mean,cru_ts_407_tmp_yearly_mean.2017.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
84,0.3868210281246088,0.37126408170411385,0.36627893576528725,0.3152649117969981,157.990009719,155.950384219,153.178246049,150.712674126,19.5500003497,19.7250003815,19.5333339373,19.9833339055,ADM2,84,84,BDI,BDI-ADM2-21766830B40029838,Nyamurenza,ADM2
85,0.3285838045388878,0.31604468407077024,0.3088312064208947,0.2687213155329073,153.549089847,155.221232558,153.491803843,148.999814496,19.5500003497,19.7250003815,19.5333339373,19.9833339055,ADM2,85,85,BDI,BDI-ADM2-21766830B67491072,Mwumba,ADM2
86,0.3010374589495176,0.29028892137115764,0.2767764199711642,0.24547822549711112,148.701485576,155.104510901,152.089656518,143.903061776,19.5500003497,19.7250003815,19.5333339373,19.9833339055,ADM2,86,86,BDI,BDI-ADM2-21766830B46773489,Busiga,ADM2
87,0.2572510276198075,0.24757734534457046,0.23545474372664887,0.21605272573455636,147.308064896,154.136346155,151.469678971,139.358581176,19.5437503856,19.7093753222,19.527083854,19.9927088219,ADM2,87,87,BDI,BDI-ADM2-21766830B25540104,Kabarore,ADM2
88,0.2854555328241064,0.2724942188113565,0.2569543906420026,0.2280695606587852,153.777991377,160.83962581,158.651368292,145.898434975,19.5333337784,19.6833335559,19.5166670481,20.008333683,ADM2,88,88,BDI,BDI-ADM2-21766830B15723812,Bukinanyan,ADM2
89,0.31784014019128987,0.30749231494766666,0.29214428512087165,0.2583988391725356,154.937070271,164.257828562,163.6069178,149.722982503,19.5333337784,19.6833335559,19.5166670481,20.008333683,ADM2,89,89,BDI,BDI-ADM2-21766830B85157604,Mabayi,ADM2
90,0.35570173218828943,0.3456452553283397,0.3157671127575882,0.26509739450924463,145.202206611,156.76255158,151.344039609,135.297907157,19.5333337784,19.6833335559,19.5166670481,20.008333683,ADM2,90,90,BDI,BDI-ADM2-21766830B79190585,Mugina,ADM2
91,0.3339959014846365,0.3233794801729768,0.31916516420208574,0.28924301634944,142.095297969,147.647715332,144.561991568,128.457280384,19.5333337784,19.6833335559,19.5166670481,20.008333683,ADM2,91,91,BDI,BDI-ADM2-21766830B45833014,Rugombo,ADM2
92,0.27660297363564895,0.2635149970877067,0.266263220569516,0.2445736076722395,135.733995049,144.316943244,139.005389618,119.096033523,20.6516603058,20.818812265,20.6418545006,21.1438125231,ADM2,92,92,BDI,BDI-ADM2-21766830B78758564,Buganda,ADM2
93,0.22122385251021848,0.20729646977372143,0.21349422154456768,0.1929983792264566,122.406729475,127.923933085,126.585590377,105.562610196,22.2500004768,22.441666762,22.2500004768,22.7666672071,ADM2,93,93,BDI,BDI-ADM2-21766830B51461784,Gihanga,ADM2
94,0.2103050598543784,0.1943205237056024,0.19356418124104977,0.167898400296852,127.3801904,132.159382254,132.643897626,112.429197591,22.2500004768,22.441666762,22.2500004768,22.7666672071,ADM2,94,94,BDI,BDI-ADM2-21766830B71597893,Mutimbuzi,ADM2
95,0.28231094605001533,0.25380494247276997,0.24911033810804273,0.20673075078252431,154.975073952,150.165203739,141.624976677,144.616780085,21.0583337148,21.2833339373,21.0333336194,21.5916671753,ADM2,95,95,BDI,BDI-ADM2-21766830B49843833,Nyanza-Lac,ADM2
96,0.2717443300106141,0.2451180138750995,0.23968506086288985,0.2046532802443245,147.438386365,138.168741023,136.531782985,141.294428818,21.0583337148,21.2833339373,21.0333336194,21.5916671753,ADM2,96,96,BDI,BDI-ADM2-21766830B53647958,Mabanda,ADM2
97,0.34996104911422143,0.3372564570381856,0.3502495453411328,0.32277468695003503,141.591391392,135.073592717,135.223705731,145.561884274,21.2740114197,21.524011447,21.2330586567,21.7337723878,ADM2,97,97,BDI,BDI-ADM2-21766830B75948894,Giharo,ADM2
98,0.38064352823139963,0.3661226563796277,0.38033901530678815,0.3535091778516509,133.671593249,133.3099283,134.272257839,145.895526484,21.174149804,21.4224822936,21.1312325145,21.6308154839,ADM2,98,98,BDI,BDI-ADM2-21766830B3753634,Kinyinya,ADM2
99,0.36664552287824015,0.35344339118419665,0.3733018436773981,0.3479029039098583,140.719651137,141.853681252,130.237061622,137.840981522,21.0637557156,21.291913859,20.999385157,21.4778314455,ADM2,99,99,BDI,BDI-ADM2-21766830B24094238,Gisuru,ADM2
100,0.36265680009145024,0.3505983909869014,0.3880526778996543,0.3698079330231237,136.830419152,143.611996347,131.448099513,127.786804087,21.3416671753,21.5666672389,21.2666670481,21.7250005404,ADM2,100,100,BDI,BDI-ADM2-21766830B24049508,Cendajuru,ADM2
101,0.32667838135236,0.31925248113643817,0.3588536311820595,0.354272531826315,130.719123177,136.084662558,131.960598242,121.111846979,21.3416671753,21.5666672389,21.2666670481,21.7250005404,ADM2,101,101,BDI,BDI-ADM2-21766830B93592542,Gisagara,ADM2
102,0.36196538912519705,0.3579787110741114,0.40375379444489234,0.39119322786667976,132.504314864,138.594861592,123.263382566,116.481530238,21.350728354,21.5684794539,21.2666670136,21.7250005404,ADM2,102,102,BDI,BDI-ADM2-21766830B17538248,Mishiha,ADM2
103,0.43057407740322673,0.4173020616237582,0.4430990531748728,0.4002450167421714,131.556592384,138.571929068,125.342550209,119.663484146,21.0549344567,21.2657156379,20.9742942441,21.4426748917,ADM2,103,103,BDI,BDI-ADM2-21766830B87604752,Kigamba,ADM2
104,0.48742028538641896,0.4760458715544799,0.4695890210192969,0.3992647087839703,140.600919145,142.78062604,129.367170107,122.917574225,20.8092587437,21.004869083,20.7478563643,21.2132027761,ADM2,104,104,BDI,BDI-ADM2-21766830B91537213,Buhinyuza,ADM2
105,0.45580795683585623,0.45459678742168025,0.43867560587102644,0.38753036848012407,145.269519361,144.827372087,136.886758484,133.132110889,21.0076670444,21.191666818,20.9446672683,21.3953339312,ADM2,105,105,BDI,BDI-ADM2-21766830B25636332,Muyinga,ADM2
106,0.4802915137253527,0.4771557314434256,0.45946468300834126,0.4140349584411284,151.046748067,151.828056526,144.709718034,140.172132167,20.9750003815,21.1583334605,20.9166673024,21.3666672707,ADM2,106,106,BDI,BDI-ADM2-21766830B73293822,Butihinda,ADM2
107,0.3803376870636015,0.38819796675472645,0.37409336747091854,0.34571939877365426,147.840722224,145.212106233,142.296046527,134.550221437,21.0623408402,21.2300049392,20.9866724314,21.4220035377,ADM2,107,107,BDI,BDI-ADM2-21766830B5658613,Giteranyi,ADM2
108,0.42797810670402503,0.42878089410123066,0.4227707580936152,0.4061553283232508,158.552266171,155.754255114,159.154343717,147.783183797,21.0916818857,21.2583464358,21.0222360301,21.4555674694,ADM2,108,108,BDI,BDI-ADM2-21766830B62340855,Busoni,ADM2
109,0.38126051171189923,0.3784243263011581,0.36731857225129844,0.3471200305479513,144.236070785,147.303499377,153.907021359,138.198041424,20.4838533167,20.6411433751,20.4223938914,20.8520800198,ADM2,109,109,BDI,BDI-ADM2-21766830B92323785,Bugabira,ADM2
110,0.3269995946860608,0.3037962219930994,0.30446185183524355,0.264073217977702,134.921488118,135.368359977,128.319757417,130.641394798,21.6148812408,21.8550600928,21.5848217953,22.1127979958,ADM2,110,110,BDI,BDI-ADM2-21766830B37875724,Kayogoro,ADM2
111,0.3218555728387495,0.30440874573233373,0.3073196405257334,0.269737572698495,137.269546376,140.504301925,132.265143975,136.217479308,21.3799441319,21.6243890587,21.3470731887,21.8618854608,ADM2,111,111,BDI,BDI-ADM2-21766830B41049517,Bukemba,ADM2
112,0.29142222730259865,0.27083054834093284,0.24428935939196442,0.19884225242162282,130.314825114,133.722203698,132.580212954,111.209821173,18.8583337466,19.0500003497,18.8333338102,19.3250002861,ADM2,112,112,BDI,BDI-ADM2-21766830B35997127,Matongo,ADM2
113,0.2620473690255129,0.24566816462407418,0.22411347880332022,0.19126671633371253,141.142088928,150.709703047,148.459723978,134.655778133,19.3757539646,19.5528356175,19.3570048593,19.820890501,ADM2,113,113,BDI,BDI-ADM2-21766830B78975026,Muruta,ADM2
114,0.2620190809156506,0.24517285908306377,0.22462243092314918,0.18764137061894867,135.427677875,145.625597127,141.417361587,120.136116842,20.4864934612,20.6639893447,20.4748258988,20.9723229005,ADM2,114,114,BDI,BDI-ADM2-21766830B41607232,Musigati,ADM2
115,0.1972965475991679,0.17937237842437292,0.17120960606922364,0.1390179105171494,129.212785682,140.680821477,137.893607159,113.638357046,22.2500004768,22.441666762,22.2500004768,22.7666672071,ADM2,115,115,BDI,BDI-ADM2-21766830B6481506,Muha,ADM2
116,0.18729306548790484,0.17079888857201755,0.16020366939834388,0.12773617011347066,129.560031344,137.319993027,137.079992037,118.639998504,22.2500004768,22.441666762,22.2500004768,22.7666672071,ADM2,116,116,BDI,BDI-ADM2-21766830B90640794,Mukaza,ADM2
117,0.20489580940765756,0.18803703558556403,0.17671715871461546,0.14226753324114705,129.641025641,136.948717949,137.025641026,118.461538462,22.2500004768,22.441666762,22.2500004768,22.7666672071,ADM2,117,117,BDI,BDI-ADM2-21766830B40159504,Ntahangwa,ADM2
118,0.29149827808634504,0.26472627586717645,0.26220358303252683,0.22916799942212412,135.052844908,130.40539545,127.647545216,132.026544005,21.1065793176,21.3328953346,21.0811406409,21.6368425995,ADM2,118,118,BDI,BDI-ADM2-21766830B92281909,Kibago,ADM2
